,T2M,T2M_MIN,T2M_MAX,PRECTOTCORR,WS2M,District,MOH,Latitude,Longitude
2013-08-21,25.64,21.97,31.63,0.6,3.67,Moneragala,Buttala,6.760246,81.2470358
2013-08-22,25.86,22.31,31.56,0.32,3.4,Moneragala,Buttala,6.760246,81.2470358
2013-08-23,26.16,21.84,32.64,0.03,3.23,Moneragala,Buttala,6.760246,81.2470358
2013-08-24,26.52,22.01,33.12,0.22,3.49,Moneragala,Buttala,6.760246,81.2470358
2013-08-25,26.83,22.18,33.08,0.21,2.88,Moneragala,Buttala,6.760246,81.2470358
2013-08-26,27.01,22.46,33.46,0.67,2.32,Moneragala,Buttala,6.760246,81.2470358
2013-08-27,26.77,23.15,32.47,5.62,1.76,Moneragala,Buttala,6.760246,81.2470358
2013-08-28,26.01,22.72,30.9,3.54,1.76,Moneragala,Buttala,6.760246,81.2470358
2013-08-29,26.59,21.97,32.59,2.39,1.43,Moneragala,Buttala,6.760246,81.2470358
2013-08-30,24.91,22.62,28.43,5.46,1.55,Moneragala,Buttala,6.760246,81.2470358
2013-08-31,25.67,21.74,31.05,2.89,3.04,Moneragala,Buttala,6.760246,81.2470358
2013-09-01,25.24,22.52,29.58,9.3,2.46,Moneragala,Buttala,6.760246,81.2470358
2013-09-02,24.32,22.03,27.96,6.12,2.34,Moneragala,Buttala,6.760246,81.2470358
2013-09-03,24.43,21.59,28.82,12.08,2.82,Moneragala,Buttala,6.760246,81.2470358
2013-09-04,24.68,20.85,30.39,2.01,2.66,Moneragala,Buttala,6.760246,81.2470358
2013-09-05,24.86,20.94,30.47,2.85,3.0,Moneragala,Buttala,6.760246,81.2470358
2013-09-06,24.6,21.3,30.24,5.43,2.43,Moneragala,Buttala,6.760246,81.2470358
2013-09-07,24.47,21.7,28.93,2.26,2.41,Moneragala,Buttala,6.760246,81.2470358
2013-09-08,24.88,21.2,29.76,3.27,2.99,Moneragala,Buttala,6.760246,81.2470358
2013-09-09,24.97,21.75,30.15,3.54,3.5,Moneragala,Buttala,6.760246,81.2470358
2013-09-10,24.97,21.95,30.39,7.95,3.34,Moneragala,Buttala,6.760246,81.2470358
2013-09-11,24.75,22.3,29.6,10.04,3.71,Moneragala,Buttala,6.760246,81.2470358
2013-09-12,25.16,21.8,30.65,3.44,4.75,Moneragala,Buttala,6.760246,81.2470358
2013-09-13,25.47,21.88,31.38,1.47,4.18,Moneragala,Buttala,6.760246,81.2470358
2013-09-14,25.96,21.88,32.33,3.13,3.93,Moneragala,Buttala,6.760246,81.2470358
2013-09-15,25.4,22.03,30.51,1.52,3.81,Moneragala,Buttala,6.760246,81.2470358
2013-09-16,25.95,22.03,31.61,1.65,3.99,Moneragala,Buttala,6.760246,81.2470358
2013-09-17,25.29,22.29,30.1,9.37,4.49,Moneragala,Buttala,6.760246,81.2470358
2013-09-18,25.12,22.18,30.18,2.7,4.87,Moneragala,Buttala,6.760246,81.2470358
2013-09-19,25.75,22.03,31.03,0.47,4.18,Moneragala,Buttala,6.760246,81.2470358
2013-09-20,25.46,22.36,30.12,1.01,4.26,Moneragala,Buttala,6.760246,81.2470358
2013-09-21,25.5,22.53,30.21,0.38,3.76,Moneragala,Buttala,6.760246,81.2470358
2013-09-22,26.42,22.21,33.04,0.01,3.56,Moneragala,Buttala,6.760246,81.2470358
2013-09-23,26.31,21.76,32.87,0.01,2.38,Moneragala,Buttala,6.760246,81.2470358
2013-09-24,26.38,21.06,34.13,0.0,2.35,Moneragala,Buttala,6.760246,81.2470358
2013-09-25,26.84,20.39,34.41,0.0,1.98,Moneragala,Buttala,6.760246,81.2470358
2013-09-26,27.41,21.81,34.52,0.0,1.88,Moneragala,Buttala,6.760246,81.2470358
2013-09-27,27.23,22.37,34.11,0.0,1.94,Moneragala,Buttala,6.760246,81.2470358
2013-09-28,26.96,22.0,34.17,0.01,2.61,Moneragala,Buttala,6.760246,81.2470358
2013-09-29,26.15,21.39,33.34,0.04,3.42,Moneragala,Buttala,6.760246,81.2470358
2013-09-30,26.11,20.74,33.7,0.09,3.33,Moneragala,Buttala,6.760246,81.2470358
2013-10-01,25.95,21.65,31.68,0.62,2.37,Moneragala,Buttala,6.760246,81.2470358
2013-10-02,26.22,22.06,32.91,0.61,2.94,Moneragala,Buttala,6.760246,81.2470358
2013-10-03,25.83,21.47,31.85,0.52,3.03,Moneragala,Buttala,6.760246,81.2470358
2013-10-04,26.06,21.99,32.78,2.01,2.8,Moneragala,Buttala,6.760246,81.2470358
